id,title,brand,model,year,price,currency,mileage,exterior_color,city,state
5141157962,Volkswagen Polo 1.6 Comfortline Tm,Volkswagen,Polo,2019,219000,MXN,61160,Unknown,Puebla,Puebla
5080786636,Ford Transit Custom 2.0 Pasajeros Larga Tourneo 9 Pasajeros At,Ford,Transit,2020,1089600,MXN,0,Unknown,Alvaro Obregón,Distrito Federal
2836479047,Chevrolet Aveo 1.5 Lt Hatch Tm,Chevrolet,Aveo,2024,260000,MXN,12800,Unknown,Guadalajara,Jalisco
4330703352,Volkswagen Tiguan 1.4 R-line,Volkswagen,Tiguan,2020,795790,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2800610259,"Ford Explorer St, 3.0 L V6 Ecoboost, Ta",Ford,Explorer,2025,1189100,MXN,0,Unknown,Texcoco,Estado De México
4965384000,Ford Explorer 3.0 V6 Ecoboost St 4wd At,Ford,Explorer,2025,1469100,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
2769842513,"Ford Explorer St,3.0 L V6 Ecoboost,ta",Ford,Explorer,2025,1469100,MXN,0,Unknown,Pachuca De Soto,Hidalgo
4965382084,"Ford Explorer St,3.0 L V6 Ecoboost,ta",Ford,Explorer,2025,1469100,MXN,0,Unknown,Naucalpan,Estado De México
2769855687,"Ford Explorer St,3.0 L V6 Ecoboost, Ta",Ford,Explorer,2025,1469100,MXN,0,Unknown,Texcoco,Estado De México
4965382566,Ford Explorer 3.0 V6 Ecoboost St 4wd At,Ford,Explorer,2025,1469100,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
2769843283,Ford Explorer 3.0 V6 Ecoboost St 4wd At,Ford,Explorer,2025,1469100,MXN,0,Unknown,Coyoacán,Distrito Federal
2745002337,"Ford Explorer St,3.0 L V6 Ecoboost,ta",Ford,Explorer,2025,1469100,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
2769866763,"Ford Explorer St,3.0 L V6 Ecoboost, Ta",Ford,Explorer,2025,1469100,MXN,0,Unknown,Tlalnepantla De Baz,Estado De México
4977926658,Ford Bronco Badlands 2.7l Ecoboost 2p Ta,Ford,Bronco,2025,1309900,MXN,0,Unknown,Texcoco,Estado De México
5100938304,Ford Bronco Badlands 2.7l Ecoboost 2p Ta,Ford,Bronco,2025,1309900,MXN,0,Unknown,Tlalnepantla De Baz,Estado De México
2843098623,Mercedes-benz Clase Gle 3.0 Amg 53 4matic+,Mercedes-Benz,Benz,2025,2279000,MXN,0,Unknown,Huixquilucan,Estado De México
4898932392,Chevrolet Cavalier 1.5 Lt At,Chevrolet,Cavalier,2019,180000,MXN,90000,Unknown,Mazatlán,Sinaloa
2831449871,Hyundai Creta 1.5 Gls Ivt,Hyundai,Creta,2024,349900,MXN,25598,Unknown,Colima,Colima
4306836538,Ford F-350 Xl,Ford,F,2020,1081600,MXN,0,Unknown,Toluca,Estado De México
2762949079,Audi A1 Sportback 1.0 30 Tfsi Cool,Audi,A1,2024,442900,MXN,7396,Unknown,Tlalpan,Distrito Federal
2845841631,Audi Q3 Sportback 2.0 40 Tfsi S-line 180hp At,Audi,Q3,2022,649000,MXN,65888,Unknown,León,Guanajuato
5140231418,Volkswagen Cross Sport 2.0 Fsi R-line Tiptronic 4wd,Volkswagen,Cross,2024,909999,MXN,10720,Unknown,Naucalpan,Estado De México
2842252257,Volkswagen Cross Sport 2.0 Fsi R-line Tiptronic 4wd,Volkswagen,Cross,2024,891300,MXN,27494,Unknown,Lerma,Estado De México
5108063288,Ford Transit Courier Mt,Ford,Transit,2021,223500,MXN,55000,Unknown,Tlalpan,Distrito Federal
5086049496,Hyundai Tucson 2.5 Gls,Hyundai,Tucson,2024,455000,MXN,60368,Unknown,Querétaro,Querétaro
4971783858,Audi A1 Sportback 1.5 35 Tfsi Ego,Audi,A1,2024,449000,MXN,30750,Unknown,Cuauhtémoc,Distrito Federal
2732682425,Ram Ram 1200 2.4t Laramie Crew Cab 4wd At,RAM,Ram,2025,618900,MXN,0,Unknown,Culiacán,Sinaloa
2475730291,Ram Ram 1200 2.4t Laramie Crew Cab 4wd At,RAM,Ram,2025,654900,MXN,0,Unknown,Veracruz,Veracruz
2811279533,Kia Seltos 1.5 Sx At,Kia,Seltos,2025,490866,MXN,39000,Unknown,Acapulco,Guerrero
2811536477,Audi Q6 E-tron 0.0 55 Advanced Quattro,Audi,Q6,2025,1399000,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
5147006252,Hyundai Palisade 3.8 V6 Limited Tech 2wd At,Hyundai,Palisade,2023,629100,MXN,39000,Unknown,Venustiano Carranza,Distrito Federal
4373283362,Ram Ram 1500 3.0 Tungsten 4x4 At,RAM,Ram,2025,1820000,MXN,0,Unknown,Mexico,
2603816211,Nissan Np300 2.5 Chasis Cabina Mt Ac Vdc,Nissan,Np300,2025,594900,MXN,0,Unknown,Iztacalco,Distrito Federal
5079638772,Volkswagen T-cross 1.6 Highline At,Volkswagen,T,2020,320000,MXN,85200,Unknown,Querétaro,Querétaro
5031437228,Toyota 4runner Trd Pro,Toyota,4Runner,2020,1855000,MXN,1000,Unknown,Guadalajara,Jalisco
4757039376,Lincoln Nautilus 2.0,Lincoln,Nautilus,2020,1452900,MXN,0,Unknown,Pachuca De Soto,Hidalgo
4961182802,Kia Seltos 1.6 Ex Pack At,Kia,Seltos,2022,344500,MXN,74539,Unknown,León,Guanajuato
4971831374,Chevrolet Cavalier 1.5 Ls Mt,Chevrolet,Cavalier,2019,178000,MXN,78455,Unknown,Atlacomulco,Estado De México
5132129862,Nissan Pathfinder 3.5 Advance Cvt,Nissan,Pathfinder,2015,203500,MXN,120536,Unknown,García,Nuevo León
2845744053,Volkswagen Crafter 2.0 Pasajeros 5.0 Ton Lwb Caja Extendida Mt,Volkswagen,Crafter,2020,1348000,MXN,0,Unknown,Miguel Hidalgo,Distrito Federal
5127512900,Volkswagen Transporter 2.0 Pasajeros Aut 140 Hp,Volkswagen,Transporter,2020,784705,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
5112595676,Infiniti Qx60 2.5 Hybrid Cvt,Infiniti,Qx60,2021,399000,MXN,80000,Unknown,San Juan Del Río,Querétaro
2714324435,Infiniti Qx60 2.5 Hybrid Cvt,Infiniti,Qx60,2021,510000,MXN,79800,Unknown,Huixquilucan,Estado De México
5023162432,Kia Niro 1.6 Gdi Ex At,Kia,Niro,2019,289900,MXN,70278,Unknown,Alvaro Obregón,Distrito Federal
2843450689,Nissan X-trail 2.5 Sense 2 Row Cvt,Nissan,X,2019,249700,MXN,104500,Unknown,Tlalpan,Distrito Federal
3708187188,Audi Rs5 Sportback 2.9t V6 Quattro At,Audi,Rs5,2025,2122005,MXN,0,Unknown,Centro,Tabasco
4436280756,Volkswagen Crafter Cargo Van 4.7 Lwb Ext,Volkswagen,Crafter,2020,1288000,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2836805283,Volkswagen Virtus 1.6 Msi Comfortline At,Volkswagen,Virtus,2023,319990,MXN,24119,Unknown,Benito Juárez,Distrito Federal
2836807893,Volkswagen Virtus 1.6 Comfortline At,Volkswagen,Virtus,2023,310000,MXN,54592,Unknown,Alvaro Obregón,Distrito Federal
2845905277,Volkswagen Virtus 1.6 Comfortline At,Volkswagen,Virtus,2023,290000,MXN,67217,Unknown,Puebla,Puebla
2834050005,Volkswagen Crafter 2.0 Chasis Cabina 5.0 Ton Mwb Mt,Volkswagen,Crafter,2020,597000,MXN,62000,Unknown,Puebla,Puebla
2798673997,Toyota 4runner Trd Pro,Toyota,4Runner,2020,1785000,MXN,600,Unknown,Guadalajara,Jalisco
5139725588,"Volkswagen Tiguan 5 Pts. Highline, 2.0t, Dsg, Piel, F. Led, Ra-19, 4x4",Volkswagen,Tiguan,2021,449000,MXN,49733,Unknown,Benito Juárez,Distrito Federal
3771972646,Volkswagen Nivus 1.0t Highline At,Volkswagen,Nivus,2020,465690,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
4997694328,Nissan Nv350 2.5 Panel Ventanas Amplia,Nissan,Nv350,2023,462900,MXN,39292,Unknown,Coyoacán,Distrito Federal
2811332525,Jeep Cherokee 2.4 Limited Plus At,Jeep,Cherokee,2018,368000,MXN,50000,Unknown,Cuernavaca,Morelos
5113328774,Volkswagen Tiguan 2.0 R-line 5p At,Volkswagen,Tiguan,2022,550000,MXN,87761,Unknown,Ecatepec De Morelos,Estado De México
2839393185,Dodge Journey 2.4 Sxt Sport 7 Pasajeros At,Dodge,Journey,2016,188000,MXN,85000,Unknown,Corregidora,Querétaro
5147583768,Ford Bronco Sport 2.0t Ecoboost Badlands Sasquatch,Ford,Bronco,2020,899500,MXN,0,Unknown,Coyoacán,Distrito Federal
4997215662,Chevrolet Suburban 5.4 Lt Piel Cubo At,Chevrolet,Suburban,2021,778320,MXN,141674,Unknown,San Luis Potosí,San Luis Potosí
5137076590,Chevrolet Suburban 5.4 Lt Piel Blanca At,Chevrolet,Suburban,2021,880000,MXN,80000,Unknown,Morelia,Michoacán
5119354478,Suzuki Ertiga Xl7 Boostergreen 1.5 Glx 2wd At,Suzuki,Ertiga,2024,369750,MXN,26000,Unknown,Miguel Hidalgo,Distrito Federal
5101243472,Chevrolet Tornado Van 1.5 Ls Mt,Chevrolet,Tornado,2023,235000,MXN,36047,Unknown,Gustavo A. Madero,Distrito Federal
5070106370,Lincoln Mkc 2.3 Reserve At,Lincoln,Mkc,2016,290000,MXN,88000,Unknown,Tlalnepantla De Baz,Estado De México
2818226761,Chrysler Pacifica 3.6 S,Chrysler,Pacifica,2022,730000,MXN,28000,Unknown,Miguel Hidalgo,Distrito Federal
4964065600,Bmw I5 0.0 M60 Xdrive,BMW,I5,2025,1980000,MXN,0,Unknown,Puebla,Puebla
5147259250,Volkswagen Tiguan 1.4 R-line At,Volkswagen,Tiguan,2020,379900,MXN,152987,Unknown,Iztacalco,Distrito Federal
2797644735,Volkswagen Tiguan 1.4 R-line,Volkswagen,Tiguan,2020,408000,MXN,82000,Unknown,Guadalajara,Jalisco
4826647232,Cadillac Xt5 3.6 Sport,Cadillac,Xt5,2025,1341100,MXN,0,Unknown,León,Guanajuato
2828719765,Chevrolet Volt 1.5 Cvt,Chevrolet,Volt,2017,325000,MXN,112000,Unknown,Tlalnepantla De Baz,Estado De México
2845703927,Bmw X1 2.0 Sdrive 20ia X Line At,BMW,X1,2016,269900,MXN,54000,Unknown,Benito Juárez,Distrito Federal
4535023906,Ford Bronco Sport 1.5t Ecoboost Big Bend,Ford,Bronco,2025,762100,MXN,0,Unknown,León,Guanajuato
5139314368,Mitsubishi Xpander 1.5 Xpander Cross At,Mitsubishi,Xpander,2023,294999,MXN,20121,Unknown,Tlalnepantla De Baz,Estado De México
5147590874,Mitsubishi Xpander 1.5 Xpander Cross At,Mitsubishi,Xpander,2023,305000,MXN,32933,Unknown,Tlalnepantla De Baz,Estado De México
4949043994,Mitsubishi Xpander Cross Limited Aut,Mitsubishi,Xpander,2023,305000,MXN,92576,Unknown,Tultitlán,Estado De México
5065032888,Volkswagen T-cross 1.6 Highline At,Volkswagen,T,2022,320008,MXN,55000,Unknown,Solidaridad/Riviera Maya,Quintana Roo
5064983522,Volkswagen T-cross 1.6 Highline At,Volkswagen,T,2022,328200,MXN,55000,Unknown,Solidaridad/Riviera Maya,Quintana Roo
2837324941,Bmw X6 4.4 Xdrive 50ia Extravagance At,BMW,X6,2020,879000,MXN,47000,Unknown,Guadalajara,Jalisco
5146430958,Suzuki Swift 1.4 Gls Mt,Suzuki,Swift,2014,179000,MXN,96600,Unknown,Tlalpan,Distrito Federal
5148040674,Ford Bronco 2.7 Ecoboost Badlands 2p,Ford,Bronco,2023,885000,MXN,32000,Unknown,Guadalajara,Jalisco
5029540284,Volkswagen Transporter 2.0 9pas Mt,Volkswagen,Transporter,2021,479999,MXN,99000,Unknown,Monterrey,Nuevo León
2845629741,Volkswagen Polo 1.6 Startline Mt,Volkswagen,Polo,2019,193000,MXN,89200,Unknown,Tlalnepantla De Baz,Estado De México
2494874115,Volkswagen Crafter Cargo Van 3.5t Lwb,Volkswagen,Crafter,2025,879660,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2836751283,Toyota Rav4 2.5 Woodland Hibrid 4wd At,Toyota,Rav4,2020,816800,MXN,0,Unknown,Monterrey,Nuevo León
5140785226,Nissan Kicks 1.6 Sense Mt,Nissan,Kicks,2020,280000,MXN,21000,Unknown,Querétaro,Querétaro
5127540108,Volkswagen Caravelle 2.0 Tdi,Volkswagen,Caravelle,2020,1150990,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2831317663,Ram Ram 5.7 Laramie 4x4 At,RAM,Ram,2017,450000,MXN,130000,Unknown,Cuauhtémoc,Chihuahua
5147803342,Chevrolet S-10 Max 2.4 Cab Regular 4xx2 Mt,Chevrolet,S,2025,425000,MXN,17000,Unknown,San Andrés Cholula,Puebla
2848204347,Mazda Cx-3 2.0 I Sport 2wd At,Mazda,Cx,2021,290000,MXN,52414,Unknown,Huixquilucan,Estado De México
5141121430,Jeep Renegade 1.3t Latitude Fwd At,Jeep,Renegade,2024,399000,MXN,46920,Unknown,Puebla,Puebla
2607893899,Jeep Jt 3.6 V6 Mojave 4x4 At,Jeep,Jt,2025,1398900,MXN,0,Unknown,Benito Juárez,Distrito Federal
2848087089,Nissan Versa 1.6 Sense Mt,Nissan,Versa,2023,270000,MXN,127915,Unknown,Cuauhtémoc,Distrito Federal
2845259935,Kia Niro Ex Hibrido,Kia,Niro,2020,329900,MXN,40000,Unknown,Coyoacán,Distrito Federal
5138247648,Chevrolet Suburban Rst,Chevrolet,Suburban,2021,1019900,MXN,39000,Unknown,Coyoacán,Distrito Federal
2834305959,Chevrolet Tahoe 5.3 V8 Rst At,Chevrolet,Tahoe,2022,1200000,MXN,34576,Unknown,La Piedad,Michoacán
2745708011,Ford Transit Courier 1.0 L3 2pl Courier,Ford,Transit,2021,228000,MXN,101500,Unknown,Jacona,Michoacán
2599435965,Volkswagen Nivus 1.0t Highline At,Volkswagen,Nivus,2020,465690,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
